horizon,x,empirical_density,analytical_gamma_density,abs_diff
100,116.20304253004792,0.010421093099377679,0.010475834364240042,5.4741264862363456e-05
100,117.3641491322644,0.008956972581283295,0.008778170369741678,0.0001788022115416163
100,118.52525573448088,0.00754883314182193,0.007284689021681901,0.000264144120140029
100,119.68636233669736,0.006054568966002073,0.0059881367494949,6.643221650717325e-05
100,120.84746893891383,0.004891885025162414,0.00487669686149913,1.5188163663284494e-05
100,122.00857554113031,0.004078006266574654,0.00393541520844139,0.0001425910581332639
100,123.16968214334679,0.0031736965348104747,0.003147467821519622,2.62287132908527e-05
100,124.33078874556327,0.0024803924071246045,0.002495232697087947,1.4840289963342305e-05
100,125.49189534777975,0.0019722564626094945,0.001961150209069606,1.1106253539888613e-05
100,126.65300194999622,0.0014942641758198573,0.0015283745263821613,3.411035056230397e-05
100,127.8141085522127,0.001154071467203809,0.0011812315333229017,2.7160066119092654e-05
100,128.97521515442918,0.0008956972581283295,0.0009055072738749276,9.810015746598106e-06
100,130.13632175664566,0.0007234477854113606,0.0006885954163334578,3.485236907790283e-05
100,131.2974283588621,0.0005038297076971854,0.0005195334236604279,1.5703715963242518e-05
100,132.45853496107858,0.0003401927086160482,0.0003889558536712348,4.876314505518662e-05
100,133.61964156329506,0.00034449894543397286,0.00028899030929290453,5.550863614106833e-05
100,134.78074816551154,0.00028851786680095227,0.00021311772315762398,7.540014364332829e-05
100,135.94185476772802,0.0001636369990811371,0.00015601446839978735,7.6225306813497375e-06
100,137.1029613699445,0.00012057463090189049,0.00011338966763235085,7.184963269539645e-06
100,138.26406797216097,6.0287315450945246e-05,8.182731355930492e-05,2.1539998108359673e-05
100,139.42517457437745,5.598107863302059e-05,5.863958481733756e-05,2.6585061843169695e-06
100,140.58628117659393,3.4449894543397284e-05,4.173510953377661e-05,7.285214990379329e-06
100,141.7473877788104,3.0143657725472623e-05,2.950389541210645e-05,6.397623133661742e-07
100,142.90849438102688,2.5837420907547965e-05,2.071916011768438e-05,5.118260789863585e-06
100,144.06960098324336,8.612473635849321e-06,1.4455283368902187e-05,5.842809733052866e-06
100,145.23070758545984,8.612473635849321e-06,1.0020475163900128e-05,1.408001528050807e-06
100,146.39181418767632,8.612473635849321e-06,6.902425760429503e-06,1.7100478754198182e-06
100,147.5529207898928,8.612473635849321e-06,4.725092544362475e-06,3.887381091486846e-06
100,148.71402739210927,0.0,3.2148183840263435e-06,3.2148183840263435e-06
100,149.87513399432575,8.612473635849321e-06,2.1741100870993044e-06,6.438363548750017e-06
100,151.03624059654223,0.0,1.4615915968694873e-06,1.4615915968694873e-06
100,152.1973471987587,0.0,9.768536153103214e-07,9.768536153103214e-07
100,153.35845380097518,0.0,6.491282463003205e-07,6.491282463003205e-07
100,154.51956040319163,4.3062368179247664e-06,4.289106657318519e-07,3.877326152192914e-06
