horizon,x,empirical_density,analytical_lognormal_density,abs_diff
10,18.04536028331743,0.004468441027314932,0.004600639759067965,0.0001321987317530332
10,25.707415001348114,0.0029288691930289706,0.0028969714990123626,3.1897694016607987e-05
10,36.62277591999646,0.0017688548086169775,0.0018014871437019963,3.2632335085018864e-05
10,52.17279590405871,0.0011045273748012912,0.0011063156654731578,1.7882906718665308e-06
10,74.32534984220904,0.0006507054567465401,0.000670946524115576,2.0241067369035858e-05
10,105.88387172743067,0.0003910566426614645,0.000401844198733552,1.0787556072087523e-05
10,150.84213280923018,0.00023984055268672961,0.0002376777069981306,2.1628456885990077e-06
10,214.88965844590314,0.00014029704346505502,0.00013882898397629087,1.4680594887641414e-06
10,306.1317448049983,8.287157209697297e-05,8.008160928493728e-05,2.7899628120356954e-06
10,436.11519444499027,4.589290080318084e-05,4.561906596252547e-05,2.7383484065536887e-07
10,621.2895789260411,2.6196979992166228e-05,2.5663798476685817e-05,5.33181515480411e-07
10,885.0889530994913,1.4387257464638501e-05,1.4257928551468404e-05,1.2932891317009685e-07
10,1260.8974646780741,7.970086015644163e-06,7.822631674440872e-06,1.4745434120329144e-07
10,1796.27416076549,4.1470568132091075e-06,4.238481389322378e-06,9.14245761132702e-08
10,2558.971646007366,2.175036003403803e-06,2.26792469156449e-06,9.288868816068727e-08
10,3645.510261239324,1.1682103284572227e-06,1.1984169100864028e-06,3.0206581629180086e-08
10,5193.392855890575,5.737483147145108e-07,6.253860332497322e-07,5.163771853522147e-08
10,7398.505949190807,2.6406297450529225e-07,3.2229189034082635e-07,5.82289158355341e-08
10,10539.909419354946,1.5202139412093448e-07,1.6402555952250183e-07,1.2004165401567358e-08
10,15015.151887572283,9.547885015438497e-08,8.243936319598101e-08,1.3039486958403954e-08
10,21390.581003746767,4.139565003513398e-08,4.091840337032332e-08,4.772466648106539e-10
10,30473.015464902623,2.2600465590045133e-08,2.0056894055487e-08,2.543571534558134e-09
10,43411.8489517204,9.065389868958496e-09,9.708891149133325e-09,6.435012801748288e-10
10,61844.507366773985,5.227131666884554e-09,4.641266796727125e-09,5.858648701574289e-10
10,88103.66717373801,2.3929521342634157e-09,2.1911110356279484e-09,2.0184109863546729e-10
10,125512.45858304111,4.4792973442360006e-10,1.0215348535033187e-09,5.736051190797187e-10
10,178805.0119241281,1.572124898372818e-10,4.703302822903931e-10,3.1311779245311126e-10
10,254725.5678848399,4.414222153417422e-10,2.1385216191618224e-10,2.2757005342555994e-10
10,362881.9697838593,7.746425411193762e-11,9.602521732187615e-11,1.8560963209938535e-11
10,516961.5484133384,5.43761546796931e-11,4.2581200627605374e-11,1.1794954052087727e-11
10,736463.2712314037,1.9084713534305226e-11,1.864710675077377e-11,4.3760678353145637e-13
10,1049165.3615970665,4.0189633801654194e-11,8.064286745365406e-12,3.2125347056288787e-11
